x,y,z,level_2
-0.1288,10.6553,-0.4410,78
-0.0878,8.5985,-0.4410,78
-2.5001,8.3997,-0.4410,78
-0.5950,8.6571,-0.4410,78
-2.7278,7.9417,-0.4410,78
-0.4190,9.5178,-0.4410,78
-0.2622,8.9041,-0.9629,79
-1.4731,7.9468,-0.9629,79
0.8405,10.8104,-0.9629,79
-0.4452,9.8707,-0.9629,79
0.6893,11.2891,-0.9629,79
1.1945,10.8126,-0.9629,79
0.6111,8.2703,-0.9629,79
0.5486,8.0903,-0.9629,79
-0.9322,7.9100,-0.9629,79
-0.2036,8.4178,-0.9629,79
1.9977,14.3976,-1.5276,80
-0.0881,11.0887,-1.5276,80
1.1504,14.0668,-1.5276,80
0.2777,12.5681,-1.5276,80
0.5479,13.6850,-1.5276,80
-0.7391,12.5048,-1.5276,80
0.2129,15.0094,-1.5276,80
-1.0993,11.8103,-1.5276,80
-1.0037,10.8725,-1.5276,80
-1.1317,11.1541,-1.5276,80
1.0906,9.0536,-0.8752,81
-0.8404,8.4209,-0.8752,81
-0.8006,9.9994,-0.8752,81
-0.7032,9.2653,-0.8752,81
1.2475,10.3139,-0.8752,81
0.2780,11.0157,-0.8752,81
-0.3175,9.3312,-0.8752,81
2.0561,10.7679,-0.8752,81
0.0411,9.9050,-0.8752,81
0.7152,9.1787,-0.8752,81
-0.2226,9.2386,1.5393,82
0.6798,9.2284,1.5393,82
0.8558,10.2049,1.5393,82
-0.0075,9.4710,1.5393,82
-0.0719,9.5188,1.5393,82
1.4363,9.2870,1.5393,82
1.2900,10.1999,1.5393,82
0.9685,9.5602,1.5393,82
-1.0576,10.4162,1.5393,82
1.0429,8.3182,1.5393,82
0.0600,12.4537,-1.1136,83
-0.2718,11.9415,-1.1136,83
1.6581,13.7106,-1.1136,83
-0.9259,9.9738,-1.1136,83
-0.1738,12.6232,-1.1136,83
0.5854,12.3550,-1.1136,83
0.6025,11.7912,-1.1136,83
0.9038,12.5869,-1.1136,83
-0.8199,11.4521,-1.1136,83
1.8745,14.9256,-1.1136,83
-0.7218,8.9142,-0.4972,84
-0.3379,7.6343,-0.4972,84
0.5441,9.8503,-0.4972,84
-0.5083,7.7605,-0.4972,84
-0.3335,7.8413,-0.4972,84
-1.7508,8.0564,-0.4972,84
-0.1057,8.9833,-0.4972,84
0.3071,8.1727,-0.4972,84
0.2092,7.6393,-0.4972,84
-0.4944,8.2405,-0.4972,84
0.8796,12.6405,-0.0546,85
-0.2867,9.8876,-0.0546,85
1.7157,9.8323,-0.0546,85
-0.1475,9.1091,-0.0546,85
0.0117,9.8803,-0.0546,85
-0.5801,10.7642,-0.0546,85
0.4980,9.7281,-0.0546,85
0.0588,10.5627,-0.0546,85
0.0463,9.9589,-0.0546,85
0.2387,8.4524,-0.0546,85
1.0992,10.4168,0.7432,86
-0.2066,8.9400,0.7432,86
-0.6231,9.5635,0.7432,86
-0.3321,9.3918,0.7432,86
-0.3960,8.0363,0.7432,86
-0.8103,8.6490,0.7432,86
0.8287,12.0224,0.7432,86
-0.2454,10.8926,0.7432,86
1.3656,10.6276,0.7432,86
-1.3797,9.2654,0.7432,86
1.2970,7.7257,1.6714,87
0.5144,11.9602,1.6714,87
0.4414,8.9507,1.6714,87
0.6465,10.2149,1.6714,87
1.0315,9.4958,1.6714,87
-0.8426,9.1779,1.6714,87
0.1657,8.7867,1.6714,87
-0.3371,8.3428,1.6714,87
-0.4173,7.5770,1.6714,87
-0.0372,9.5032,1.6714,87
-1.5930,7.1650,-0.2025,88
-0.2278,9.4596,-0.2025,88
0.2172,10.8692,-0.2025,88
0.7202,8.1725,-0.2025,88
-0.8000,6.8067,-0.2025,88
1.1361,10.2019,-0.2025,88
1.1795,9.7731,-0.2025,88
0.0129,10.5116,-0.2025,88
-1.4850,8.1606,-0.2025,88
0.0565,9.2796,-0.2025,88
0.4369,11.5412,0.3081,89
0.1590,8.8619,0.3081,89
-1.4336,9.1724,0.3081,89
-0.7396,9.7441,0.3081,89
0.2138,9.5307,0.3081,89
-1.0043,8.8336,0.3081,89
0.4706,10.6902,0.3081,89
-1.3054,9.8772,0.3081,89
-0.2362,9.5137,0.3081,89
-0.6951,9.5144,0.3081,89
0.2032,8.9811,0.9614,90
-0.2420,10.9777,0.9614,90
-1.0698,7.0128,0.9614,90
0.9750,12.1785,0.9614,90
-1.5128,10.4666,0.9614,90
0.5710,8.7808,0.9614,90
0.0728,8.6657,0.9614,90
-0.0136,9.8718,0.9614,90
0.9404,10.2736,0.9614,90
-0.7565,11.0019,0.9614,90
1.0951,10.3194,0.1160,91
0.7787,11.6691,0.1160,91
-0.1510,10.1566,0.1160,91
1.1428,8.5192,0.1160,91
-1.1192,8.9064,0.1160,91
-0.7081,9.3220,0.1160,91
-1.4190,8.7038,0.1160,91
0.2333,8.3129,0.1160,91
-0.2765,10.0776,0.1160,91
-0.7085,8.2331,0.1160,91
-1.4989,9.7143,0.1671,92
2.6408,11.0753,0.1671,92
-1.0644,9.0791,0.1671,92
-0.8934,9.6003,0.1671,92
-0.7907,10.0588,0.1671,92
-0.2556,10.3488,0.1671,92
1.0579,10.6949,0.1671,92
0.6910,11.2008,0.1671,92
0.4681,10.9895,0.1671,92
-0.2685,10.8645,0.1671,92
1.4884,11.5163,0.7609,93
-0.4897,11.6906,0.7609,93
2.5941,12.8076,0.7609,93
-1.0717,9.6094,0.7609,93
-0.2474,10.0841,0.7609,93
0.4362,9.2441,0.7609,93
-0.4695,11.3425,0.7609,93
-1.4447,9.1190,0.7609,93
-0.3472,10.6060,0.7609,93
-0.0585,8.1926,0.7609,93
-2.3603,9.7735,-1.1605,94
1.7192,9.3627,-1.1605,94
-1.3946,8.6166,-1.1605,94
1.4293,9.4260,-1.1605,94
-0.3500,8.3237,-1.1605,94
0.2177,9.3460,-1.1605,94
-1.5733,8.7236,-1.1605,94
-0.1128,7.6502,-1.1605,94
-0.2011,8.7803,-1.1605,94
-2.2149,9.4143,-1.1605,94
0.6395,8.2205,0.1328,95
0.4297,7.9968,0.1328,95
-0.2694,9.6566,0.1328,95
-0.9158,9.6271,0.1328,95
-0.2046,8.8612,0.1328,95
-0.5232,9.0092,0.1328,95
-1.0360,8.9449,0.1328,95
0.2326,10.8176,0.1328,95
-0.2799,8.1314,0.1328,95
0.6073,10.5596,0.1328,95
-1.4964,8.7275,0.9862,96
-0.7029,6.8719,0.9862,96
-0.5742,8.7037,0.9862,96
1.7146,9.0708,0.9862,96
-0.9890,10.2166,0.9862,96
-0.6273,8.0119,0.9862,96
0.0744,8.6341,0.9862,96
0.9276,11.6742,0.9862,96
-0.7875,10.3770,0.9862,96
-0.4948,7.9918,0.9862,96
2.0590,12.4256,-1.0650,97
0.2162,10.3698,-1.0650,97
-0.0586,9.4830,-1.0650,97
-1.3175,12.0020,-1.0650,97
0.5712,13.2969,-1.0650,97
-0.5742,11.7785,-1.0650,97
-1.2506,10.5907,-1.0650,97
-1.6175,12.1761,-1.0650,97
1.4028,12.9257,-1.0650,97
2.0596,13.9579,-1.0650,97
0.5733,9.2481,2.5600,98
0.9311,11.6389,2.5600,98
1.2688,9.1666,2.5600,98
1.9380,10.8013,2.5600,98
2.6111,10.4562,2.5600,98
0.6898,10.4803,2.5600,98
1.8087,8.5010,2.5600,98
-0.9041,8.3707,2.5600,98
1.1896,9.8612,2.5600,98
0.5191,9.4482,2.5600,98
1.6666,10.8390,0.3304,99
0.2285,11.6589,0.3304,99
1.4412,11.7697,0.3304,99
1.2956,10.1204,0.3304,99
-0.6906,11.2228,0.3304,99
-1.4528,9.1307,0.3304,99
-1.3409,10.3810,0.3304,99
-1.5066,9.2768,0.3304,99
0.8880,9.3923,0.3304,99
-0.8459,9.8757,0.3304,99
0.5962,10.1489,-1.9670,100
-0.0952,11.7004,-1.9670,100
-0.3138,12.2554,-1.9670,100
-0.8281,11.0698,-1.9670,100
-0.8623,13.4156,-1.9670,100
-1.9350,10.2152,-1.9670,100
0.8460,12.1209,-1.9670,100
0.7126,10.3099,-1.9670,100
0.4619,11.0004,-1.9670,100
-0.8253,11.5149,-1.9670,100
